,Original_Full_Reference,,,,,,,,,,,,,,,
128,"Standen, V.G., Santoro, C.M., Arriaza, B., Verano, J.,  Monsalve, S.,  Coleman, D., Valenzuela, D., & Marquet, P.A. (2021) . Violence among the first horticulturists in the atacama desert (1000 BCE – 600 CE). Journal of Anthropological Archaeology, 63, 101375",,,,,,,,,,,,,,,
129,"Standen, V.G., Santoro, C.M., Arriaza, B., Verano, J.,  Monsalve, S.,  Coleman, D., Valenzuela, D., & Marquet, P.A. (2021) . Violence among the first horticulturists in the atacama desert (1000 BCE – 600 CE). Journal of Anthropological Archaeology, 63, 101376",,,,,,,,,,,,,,,
130,"Standen, V.G., Santoro, C.M., Arriaza, B., Verano, J.,  Monsalve, S.,  Coleman, D., Valenzuela, D., & Marquet, P.A. (2021) . Violence among the first horticulturists in the atacama desert (1000 BCE – 600 CE). Journal of Anthropological Archaeology, 63, 101377",,,,,,,,,,,,,,,
131,"Standen, V.G., Santoro, C.M., Arriaza, B., Verano, J.,  Monsalve, S.,  Coleman, D., Valenzuela, D., & Marquet, P.A. (2021) . Violence among the first horticulturists in the atacama desert (1000 BCE – 600 CE). Journal of Anthropological Archaeology, 63, 101378",,,,,,,,,,,,,,,
132,"Standen, V.G., Santoro, C.M., Arriaza, B., Verano, J.,  Monsalve, S.,  Coleman, D., Valenzuela, D., & Marquet, P.A. (2021) . Violence among the first horticulturists in the atacama desert (1000 BCE – 600 CE). Journal of Anthropological Archaeology, 63, 101379",,,,,,,,,,,,,,,
133,"Standen, V.G., Santoro, C.M., Arriaza, B., Verano, J.,  Monsalve, S.,  Coleman, D., Valenzuela, D., & Marquet, P.A. (2021) . Violence among the first horticulturists in the atacama desert (1000 BCE – 600 CE). Journal of Anthropological Archaeology, 63, 101380",,,,,,,,,,,,,,,
134,"Standen, V.G., Santoro, C.M., Arriaza, B., Verano, J.,  Monsalve, S.,  Coleman, D., Valenzuela, D., & Marquet, P.A. (2021) . Violence among the first horticulturists in the atacama desert (1000 BCE – 600 CE). Journal of Anthropological Archaeology, 63, 101381",,,,,,,,,,,,,,,
135,"Standen, V.G., Santoro, C.M., Arriaza, B., Verano, J.,  Monsalve, S.,  Coleman, D., Valenzuela, D., & Marquet, P.A. (2021) . Violence among the first horticulturists in the atacama desert (1000 BCE – 600 CE). Journal of Anthropological Archaeology, 63, 101382",,,,,,,,,,,,,,,
136,"Standen, V.G., Santoro, C.M., Arriaza, B., Verano, J.,  Monsalve, S.,  Coleman, D., Valenzuela, D., & Marquet, P.A. (2021) . Violence among the first horticulturists in the atacama desert (1000 BCE – 600 CE). Journal of Anthropological Archaeology, 63, 101383",,,,,,,,,,,,,,,
137,"Standen, V.G., Santoro, C.M., Arriaza, B., Verano, J.,  Monsalve, S.,  Coleman, D., Valenzuela, D., & Marquet, P.A. (2021) . Violence among the first horticulturists in the atacama desert (1000 BCE – 600 CE). Journal of Anthropological Archaeology, 63, 101384",,,,,,,,,,,,,,,
138,"Standen, V.G., Santoro, C.M., Arriaza, B., Verano, J.,  Monsalve, S.,  Coleman, D., Valenzuela, D., & Marquet, P.A. (2021) . Violence among the first horticulturists in the atacama desert (1000 BCE – 600 CE). Journal of Anthropological Archaeology, 63, 101385",,,,,,,,,,,,,,,
139,"Standen, V.G., Santoro, C.M., Arriaza, B., Verano, J.,  Monsalve, S.,  Coleman, D., Valenzuela, D., & Marquet, P.A. (2021) . Violence among the first horticulturists in the atacama desert (1000 BCE – 600 CE). Journal of Anthropological Archaeology, 63, 101386",,,,,,,,,,,,,,,
140,"Standen, V.G., Santoro, C.M., Arriaza, B., Verano, J.,  Monsalve, S.,  Coleman, D., Valenzuela, D., & Marquet, P.A. (2021) . Violence among the first horticulturists in the atacama desert (1000 BCE – 600 CE). Journal of Anthropological Archaeology, 63, 101387",,,,,,,,,,,,,,,
141,"Standen, V.G., Santoro, C.M., Arriaza, B., Verano, J.,  Monsalve, S.,  Coleman, D., Valenzuela, D., & Marquet, P.A. (2021) . Violence among the first horticulturists in the atacama desert (1000 BCE – 600 CE). Journal of Anthropological Archaeology, 63, 101388",,,,,,,,,,,,,,,
142,"Standen, V.G., Santoro, C.M., Arriaza, B., Verano, J.,  Monsalve, S.,  Coleman, D., Valenzuela, D., & Marquet, P.A. (2021) . Violence among the first horticulturists in the atacama desert (1000 BCE – 600 CE). Journal of Anthropological Archaeology, 63, 101389",,,,,,,,,,,,,,,
143,"Standen, V.G., Santoro, C.M., Arriaza, B., Verano, J.,  Monsalve, S.,  Coleman, D., Valenzuela, D., & Marquet, P.A. (2021) . Violence among the first horticulturists in the atacama desert (1000 BCE – 600 CE). Journal of Anthropological Archaeology, 63, 101390",,,,,,,,,,,,,,,
144,"Standen, V.G., Santoro, C.M., Arriaza, B., Verano, J.,  Monsalve, S.,  Coleman, D., Valenzuela, D., & Marquet, P.A. (2021) . Violence among the first horticulturists in the atacama desert (1000 BCE – 600 CE). Journal of Anthropological Archaeology, 63, 101391",,,,,,,,,,,,,,,
145,"Standen, V.G., Santoro, C.M., Arriaza, B., Verano, J.,  Monsalve, S.,  Coleman, D., Valenzuela, D., & Marquet, P.A. (2021) . Violence among the first horticulturists in the atacama desert (1000 BCE – 600 CE). Journal of Anthropological Archaeology, 63, 101392",,,,,,,,,,,,,,,
167,"Stanish, C., Tantaleán, H., & Knudson, K.J. (2018). Feasting and the evolution of cooperative social organizations circa 2300 BP in Paracas culture, southern Peru. Proceedings of the National Academy of Sciences of the United States of America, 115, E6716-E6721.",,,,,,,,,,,,,,,
65,"Strauss, A. (2016). Paleoamerican origins and behavior: A multidisciplinary study of the archaeological record from Lagoa Santa region (East-Central Brazil). Eberhard Karls Universität Tübingen.",,,,,,,,,,,,,,,
72,"Torres-Rouff, C., Knudson, K.J., Pestle, W.J., & Stovel, E.M. (2015). Tiwanaku Influence and Social Inequality: A Bioarchaeological, Biogeochemical, and Contextual Analysis of the Larache Cemetery, San Pedro de Atacama, Northern Chile. American Journal of Physical Anthropology, 158:592–606.",,,,,,,,,,,,,,,
154,"Tung, T.A., & Knudson, K.J. (2010). Childhood Lost: Abductions, Sacrifice, and Trophy Heads of Children In the Wari Empire of the Ancient Andes. Latin American Antiquity, 21 (1), 44-66.",,,,,,,,,,,,,,,
157,"Tung, T.A., & Knudson, K.J. (2011). Identifying locals, migrants, and captives in the Wari Heartland: A bioarchaeological and biogeochemical study of human remains from Conchopata, Peru. Journal of Anthropological Archaeology, 30, 247–261.",,,,,,,,,,,,,,,
164,"Tung, T.A., Knudson, K.J. (2017) Stable isotope analysis of a pre-Hispanic Andean community: Reconstructing pre-Wari and Wari era diets in the hinterland of the Wari empire, Peru. American Journal of Physical Anthropology, 165, 149–172.",,,,,,,,,,,,,,,
269,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102930",,,,,,,,,,,,,,,
270,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102932",,,,,,,,,,,,,,,
271,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102933",,,,,,,,,,,,,,,
272,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102934",,,,,,,,,,,,,,,
273,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102936",,,,,,,,,,,,,,,
274,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102938",,,,,,,,,,,,,,,
275,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102940",,,,,,,,,,,,,,,
276,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102941",,,,,,,,,,,,,,,
277,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102942",,,,,,,,,,,,,,,
278,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102943",,,,,,,,,,,,,,,
279,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102944",,,,,,,,,,,,,,,
280,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102945",,,,,,,,,,,,,,,
281,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102946",,,,,,,,,,,,,,,
282,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102948",,,,,,,,,,,,,,,
283,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102950",,,,,,,,,,,,,,,
284,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102952",,,,,,,,,,,,,,,
285,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102953",,,,,,,,,,,,,,,
286,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102954",,,,,,,,,,,,,,,
287,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102956",,,,,,,,,,,,,,,
288,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102957",,,,,,,,,,,,,,,
289,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102958",,,,,,,,,,,,,,,
290,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102959",,,,,,,,,,,,,,,
291,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102960",,,,,,,,,,,,,,,
292,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102962",,,,,,,,,,,,,,,
293,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102963",,,,,,,,,,,,,,,
294,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102964",,,,,,,,,,,,,,,
295,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102965",,,,,,,,,,,,,,,
296,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102966",,,,,,,,,,,,,,,
297,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102968",,,,,,,,,,,,,,,
298,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102970",,,,,,,,,,,,,,,
299,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102972",,,,,,,,,,,,,,,
300,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102974",,,,,,,,,,,,,,,
301,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102976",,,,,,,,,,,,,,,
302,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102977",,,,,,,,,,,,,,,
303,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102978",,,,,,,,,,,,,,,
304,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102980",,,,,,,,,,,,,,,
305,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102982",,,,,,,,,,,,,,,
306,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102983",,,,,,,,,,,,,,,
307,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102984",,,,,,,,,,,,,,,
308,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102986",,,,,,,,,,,,,,,
309,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102988",,,,,,,,,,,,,,,
310,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102990",,,,,,,,,,,,,,,
311,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102992",,,,,,,,,,,,,,,
312,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102994",,,,,,,,,,,,,,,
313,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102996",,,,,,,,,,,,,,,
314,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102997",,,,,,,,,,,,,,,
315,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 102998",,,,,,,,,,,,,,,
316,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103000",,,,,,,,,,,,,,,
317,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103002",,,,,,,,,,,,,,,
318,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103004",,,,,,,,,,,,,,,
319,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103006",,,,,,,,,,,,,,,
320,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103008",,,,,,,,,,,,,,,
321,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103010",,,,,,,,,,,,,,,
322,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103011",,,,,,,,,,,,,,,
323,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103012",,,,,,,,,,,,,,,
324,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103013",,,,,,,,,,,,,,,
325,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103014",,,,,,,,,,,,,,,
326,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103016",,,,,,,,,,,,,,,
327,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103018",,,,,,,,,,,,,,,
328,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103020",,,,,,,,,,,,,,,
329,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103021",,,,,,,,,,,,,,,
330,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103022",,,,,,,,,,,,,,,
331,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103023",,,,,,,,,,,,,,,
332,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103024",,,,,,,,,,,,,,,
333,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103026",,,,,,,,,,,,,,,
334,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103028",,,,,,,,,,,,,,,
335,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103030",,,,,,,,,,,,,,,
336,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103031",,,,,,,,,,,,,,,
337,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103032",,,,,,,,,,,,,,,
338,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103034",,,,,,,,,,,,,,,
339,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103036",,,,,,,,,,,,,,,
340,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103037",,,,,,,,,,,,,,,
341,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103038",,,,,,,,,,,,,,,
342,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103040",,,,,,,,,,,,,,,
343,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103042",,,,,,,,,,,,,,,
344,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103044",,,,,,,,,,,,,,,
345,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103046",,,,,,,,,,,,,,,
346,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103048",,,,,,,,,,,,,,,
347,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103049",,,,,,,,,,,,,,,
348,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103050",,,,,,,,,,,,,,,
349,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103052",,,,,,,,,,,,,,,
350,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103053",,,,,,,,,,,,,,,
351,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103054",,,,,,,,,,,,,,,
352,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103055",,,,,,,,,,,,,,,
353,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103056",,,,,,,,,,,,,,,
354,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103058",,,,,,,,,,,,,,,
355,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103060",,,,,,,,,,,,,,,
356,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103062",,,,,,,,,,,,,,,
357,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103063",,,,,,,,,,,,,,,
358,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103064",,,,,,,,,,,,,,,
359,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103066",,,,,,,,,,,,,,,
360,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103067",,,,,,,,,,,,,,,
361,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103068",,,,,,,,,,,,,,,
362,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103070",,,,,,,,,,,,,,,
363,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103072",,,,,,,,,,,,,,,
364,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103074",,,,,,,,,,,,,,,
365,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103075",,,,,,,,,,,,,,,
366,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103076",,,,,,,,,,,,,,,
367,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103077",,,,,,,,,,,,,,,
368,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103078",,,,,,,,,,,,,,,
369,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103080",,,,,,,,,,,,,,,
370,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103082",,,,,,,,,,,,,,,
371,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103083",,,,,,,,,,,,,,,
372,"Turner, B.L. (2021). Residential moblity in the Inka sacred valley: Oxygen, strontium, and lead isotopic analysis at Patallaqta, Peru. Journal of Archaeological Science: Reports, 37, 103084",,,,,,,,,,,,,,,
