"","related_publication_id","related_publication_citation"
"353","https://doi.org/10.1016/j.chemgeo.2008.12.013","Rengarajan, R., Singh, S.K., Sarin, M.M. and Krishnaswami, S., 2009. Strontium isotopes and major ion chemistry in the Chambal River system, India: implications to silicate erosion rates of the Ganga. Chemical Geology, 260(1-2), pp.87-101."
"354","https://doi.org/10.1016/j.jasrep.2019.101981","Renson, V., et al. 2019 Origin and diet of inhabitants of the Pacific Coast of Southern Mexico during the Classic Period - Sr, C and N isotopes, Journal of Archaeological Science: Reports, Volume 27,101981"
"355","https://doi.org/10.1016/j.jas.2005.01.016","Reynolds, A. C., et al. (2005). 87Sr/86Sr sourcing of ponderosa pine used in Anasazi great house construction at Chaco Canyon, New Mexico. Journal of Archaeological Science, 32(7), 1061-1075."
"356","http://dx.doi.org/10.1016/j.geoderma.2012.06.029","Reynolds, A.C., Quade, J. and Betancourt, J.L., 2012. Strontium isotopes and nutrient sourcing in a semi-arid woodland. Geoderma, 189, pp.574-584."
"357","http://hdl.handle.net/10773/13075","Ribeiro, S., et al., 2012. Sr isotopic signatures of Portuguese bottled mineral waters, their relationships with the geological setting and potential use for product authentication. Universidade de Aveiro."
"358","https://doi.org/10.1007/s12520-015-0242-7","Rich S, Manning SW, Degryse P, Vanhaecke F, Van Lerberghe K. 2016. Provenancing East Mediterranean cedar wood with the 87Sr/86Sr strontium isotope ratio. Archaeological and Anthropological Sciences 8: 467–476."
"359","https://doi.org/10.1016/j.jas.2007.08.018","Richards, M., et al. (2008). Strontium isotope evidence of Neanderthal mobility at the site of Lakonis, Greece using laser-ablation PIMMS. Journal of Archaeological Science, 35(5), 1251-1256."
"360","https://doi.org/10.1016/j.jasrep.2020.102614","Rippon, L., et al., 2020. Baseline bioavailable strontium and oxygen isotope mapping of the Adelaide Region, South Australia, Journal of Archaeological Science: Reports 34, 102614."
"361","https://doi.org/10.1007/s00217-010-1362-z","Rodrigues Carla, et al. Strontium and Oxygen Isotope Fingerprinting of Green Coffee Beans and Its Potential to Proof Authenticity of Coffee. European Food Research & Technology, vol. 232, no. 2, 2011, pp. 361–73"
"362","https://doi.org/10.1016/j.apgeochem.2005.04.015","Rose, S. and Fullagar, P.D., 2005. Strontium isotope systematics of base flow in Piedmont Province watersheds, Georgia (USA). Applied geochemistry, 20(8), pp.1571-1586."
"363","","Rose, Seth, 2004. ""A Combined Hydrological, Geochemical and Isotopic Approach to Understanding the Effects of Basin Scale on Base Flow Systematics in the Georgia Piedmont Province."" Georgia Water Resources Institute, Georgia Tech, Atlanta, GA., 93p."
"364","https://doi.org/10.1016/S0016-7037(99)00099-X","Roy, S., Gaillardet, J. and Allegre, C.J., 1999. Geochemistry of dissolved and suspended loads of the Seine river, France: anthropogenic impact, carbonate and silicate weathering. Geochimica et cosmochimica acta, 63(9), pp.1277-1292."
"365","https://doi.org/10.1038/s41598-020-79675-3","Ryan, S.E., Dabrowski, V., Dapoigny, A. et al. Strontium isotope evidence for a trade network between southeastern Arabia and India during Antiquity. Sci Rep 11, 303 (2021). https://doi.org/10.1038/s41598-020-79675-3"
"366","https://doi.org/10.1016/j.chemgeo.2007.09.011","Ryu, J.S., Lee, K.S., Chang, H.W. and Shin, H.S., 2008. Chemical weathering of carbonates and silicates in the Han River basin, South Korea. Chemical Geology, 247(1-2), pp.66-80.,"
"367","https://doi.org/10.3389/feart.2021.699460","Sanfilippo, Alessio, et al. ""Hidden but Ubiquitous: The Pre-Rift Continental Mantle in the Red Sea Region."" Frontiers in Earth Science 9 (2021): 699460."
"368","https://doi.org/10.1002/hyp.10131","Santos, R. V., Sondag, F., Cochonneau, G., Lagane, C., Brunet, P., Hattingh, K., & Chaves, J. G. S. (2013). Source area and seasonal 87Sr/86Sr variations in rivers of the Amazon basin. Hydrological Processes"
"369","https://doi.org/10.1016/j.quaint.2017.05.049","Sarasketa-Gartzia I, et al. 2017. Late Neolithic-Chalcolithic socio-economical dynamics in Northern Iberia. A multi-isotope study on diet and provenance from Santimamiñe and Pico Ramos archaeological sites (Basque Country, Spain). Quat Int 481: 14-27."
"370","","Schaaf P, et al. Isótopos de estroncio aplicados a estudios de migración humana en el centro de barrio de Teopancazco, Teotihuacan. In: Manzanilla LR (ed) Estudios arqueométricos del centro de barrio de Teopancazco en Teotihuacan. 2012. 425–448."
"371","https://doi.org/10.1016/j.jas.2013.05.003","Scheeres M, et al. 2013. Evidence for ""Celtic migrations""? Strontium isotope analysis at the early La Tène (LT B) cemeteries of Nebringen (Germany) and Monte Bibele (Italy). Journal of Archaeological Science 40: 3614-3625."
"372","https://doi.org/10.1016/j.gca.2010.11.014","Schopka, H.H., Derry, L.A. and Arcilla, C.A., 2011. Chemical weathering, river geochemistry and atmospheric carbon fluxes from volcanic and ultramafic regions on Luzon Island, the Philippines. Geochimica et Cosmochimica Acta, 75(4), pp.978-1002."
"373","https://doi.org/10.1017/qua.2018.45","Schulting, R., et al. (2018). Absence of Saharan dust influence on the strontium isotope ratios on modern trees from the Bahamas and Turks and Caicos Islands – ERRATUM. Quaternary Research, 90(1), 251-251."
"374","https://doi.org/10.1017/qua.2018.8","Schulting, R., et al. (2018). Absence of Saharan dust influence on the strontium isotope ratios on modern trees from the Bahamas and Turks and Caicos Islands. Quaternary Research, 89(2), 394-412."
"375","https://doi.org/10.1007/978-3-031-25722-3_4","Schulting, R.J., et al. (2023). Common Ground...Bronze Age Cremations from Dunragit, Southwest Scotland. In: Price, T.D. (ed) Isotopic Proveniencing and Mobility. Interdisciplinary Contributions to Archaeology."
"376","https://doi.org/10.1016/0305-4403(91)90074-Y","Sealy, J. C., van der Merwe, N. J., Sillen, A., Kruger, F. J., & Krueger, H. W. (1991). 87Sr86Sr as a dietary indicator in modern and archaeological bone. Journal of Archaeological Science, 18(3), 399-416."
"377","https://doi.org/10.1371/journal.pone.0004735","Sellick MJ, Kyser TK, Wunder MB, Chipley D, Norris DR (2009) Geographic Variation of Strontium and Hydrogen Isotopes in Avian Tissue: Implications for Tracking Migration and Dispersal. PLoS ONE 4(3): e4735. https://doi.org/10.1371/journal.pone.0004735"
"378","https://doi.org/10.1016/j.jas.2020.105198","Serna, A., et al., ""Implications for paleomobility studies of the effects of quaternary volcanism on bioavailable strontium: A test case in North Patagonia (Argentina),"" Journal of Archaeological Science, Volume 121, 2020, 105198"
"379","https://doi.org/10.1016/j.gca.2018.07.036","Shao, Y., et al., 2018. Calcium and strontium isotope systematics in the lagoon-estuarine environments of South Australia: Implications for water source mixing, carbonate fluxes and fish migration, Geochimica et Cosmochimica Acta 239, 90-108."
"380","https://doi.org/10.1016/j.gca.2007.08.004","Sharma, M., Balakrishna, K., Hofmann, A.W. and Shankar, R., 2007. The transport of osmium and strontium isotopes through a tropical estuary. Geochimica et Cosmochimica Acta, 71(20), pp.4856-4867."
"381","https://doi.org/10.1073/pnas.1713880115","Sharpe, A. E. et al. Earliest isotopic evidence in the Maya region for animal management and long-distance trade at the site of Ceibal, Guatemala. Proc. Natl. Acad. Sci. USA 115, 3605–3610 (2018)."
"382","https://doi.org/10.1007/s12520-021-01498-8","Sharpe, A.E. et al. Comparison of human and faunal enamel isotopes reveals diverse paleodiet and exchange patterns at the highland Maya Site of Kaminaljuyu, Guatemala. Archaeol Anthropol Sci 14, 29 (2022)"
"383","https://doi.org/10.1016/j.jas.2008.12.010","Shaw, B. J., et al.(2009). The use of strontium isotopes as an indicator of migration in human and pig Lapita populations in the Bismarck Archipelago, Papua New Guinea. Journal of Archaeological Science, 36(4), 1079–1091."
"384","https://doi.org/10.1002/ajpa.22827","Sheridan SG, Gregoricka LA. 2015. Monks on the move: Evaluating pilgrimage to Byzantine St. Stephen's Monastery using strontium isotopes. American Journal of Physical Anthropology 158: 581–591."
"385","https://doi.org/10.1016/j.scitotenv.2021.151352","Shin, W. J., Gautam, M. K., Shim, J. Y., Lee, H. S., Park, S., & Lee, K. S. (2022). Spatial distributions of strontium isotope ratios in human hair and tap water from South Korea. Science of The Total Environment, 806, 151352."
"386","https://doi.org/10.1007/s12665-023-11028-5","Silva, C., dos Santos, E.A., Dussin, I.A. et al. Spatial distribution of strontium and neodymium isotopes in South America: a summary for provenance research. Environ Earth Sci 82, 348 (2023)"
"387","https://doi.org/10.1016/j.chemgeo.2006.05.009","Singh, Sunil Kumar, Kumar, Anil, & France-Lanord, Christian., Sr and 87Sr/86Sr in waters and sediments of the Brahmaputra river system: Silicate weathering, CO2 consumption and Sr flux, Chemical Geology, Volume 234, Issues 3–4, 2006, Pages 308-320"
"388","https://doi.org/10.1016/j.jas.2012.08.001","Sjögren K-G, Price TD, Ahlström T. Megaliths and mobility in south-western Sweden. Investigating relations between a local society and its neighbours using strontium isotopes. Journal of Anthropological Archaeology. 2009;28: 85–101."
"389","http://dx.doi.org/10.1016/j.jas.2012.08.001","Sjögren K-G, Price TD. A complex Neolithic economy: Isotope evidence for the circulation of cattle and sheep in the TRB of western Sweden. Journal of Archaeological Science 2013;40:1: 690–704"
"390","http://dx.doi.org/10.1016/j.jas.2012.08.001","Sjögren, K-G., and T. Douglas Price. ""A complex Neolithic economy: isotope evidence for the circulation of cattle and sheep in the TRB of western Sweden."" Journal of Archaeological science 40, no. 1 (2013): 690-704."
"391","https://doi.org/10.1016/j.jas.2014.01.022","Slater, P.A., Hedman, K.M. and Emerson, T.E., 2014. Immigrants at the Mississippian polity of Cahokia: strontium isotope evidence for population movement. Journal of Archaeological Science, 44, pp.117-127."
"392","https://doi.org/10.1016/j.jasrep.2018.03.014","Slovak, N. M., Paytan, A., Rick, J. W., & Chien, C.-T. (2018). Establishing radiogenic strontium isotope signatures for Chavín de Huántar, Peru. Journal of Archaeological Science: Reports, 19, 411-419. ISSN: 2352-409X."
"393","https://doi.org/10.1016/j.scitotenv.2019.136248","Snoeck, C., et al., 2020. Towards a biologically available strontium isotope baseline for Ireland. Science of The Total Environment, 712, p.136248."
"394","https://doi.org/10.1021/jf503498r","Song, Byeong-Yeol, et al. ""Determination of the source of bioavailable Sr using 87Sr/86Sr tracers: a case study of hot pepper and rice."" Journal of agricultural and food chemistry 62.38 (2014): 9232-9238."
"395","https://doi.org/10.1371/journal.pone.0193796","Sorrentino R, et al. 2018. Unravelling biocultural population structure in 4th/3rd century BC Monterenzio Vecchio (Bologna, Italy) .... PLoS ONE 13: e0193796."
"396","","Spiro, B., Darbyshire, D.P.F., Smith, B., Ferguson, A.J., Antich, N. & Nunez, R., 2001, Isotope study of the origin and distribution of sulphate in waters from the Worcester Basin, UK: Water-Rock Interaction, Vols 1 and 2, 1147-1150."
"397","https://doi.org/10.1016/j.jasrep.2022.103680","Spros, R., et al., 2022. Diet and mobility in early medieval coastal Belgium: Challenges of interpreting multi-isotopic data. Journal of Archaeological Science: Reports, 46, p.103680."
"398","https://doi.org/10.1016/j.apgeochem.2022.105473","Stager Quaggio, C., et al.(2022). Combined use of statistical Bayesian model and strontium isotopes deciphering the high complexity groundwater flow in the Guarani Aquifer System (GAS). Applied Geochemistry, 146, 105473."
"399","https://doi.org/10.1371/journal.pone.0123156","Stantis C, Kinaston RL, Richards MP, Davidson JM, Buckley HR (2015) Assessing Human Diet and Movement in the Tongan Maritime Chiefdom Using Isotopic Analyses. PLoS ONE 10(3): e0123156. https://doi.org/10.1371/journal.pone.0123156"
"400","https://doi.org/10.1007/s12520-021-01344-x","Stantis C., Nowell G.M., Prell, S. Schutkowski, H. Animal proxies to characterize the strontium biosphere in the northeastern Nile Delta Bioarchaeology of the Near East, vol 13, 2020, https://eprints.bournemouth.ac.uk/33461/1/bne-13-05x.pdf"
"401","https://doi.org/10.1073/pnas.1921037117","Stewart Brian A., et al. Ostrich Eggshell Bead Strontium Isotopes Reveal Persistent Macroscale Social Networking Across Late Quaternary Southern Africa. Proceedings of the National Academy of Sciences - PNAS, vol. 117, no. 12, 2020, pp. 6453–62"
"402","https://doi.org/10.1016/0012-821X(86)90138-X","Stordal, M.C. and Wasserburg, G.J., 1986. Neodymium isotopic study of Baffin Bay water: sources of REE from very old terranes. Earth and Planetary Science Letters, 77(3-4), pp.259-272."
"403","doi:10.1371/journal.pone.0137456","Strauss, A., Oliveira, R. E., Bernardo, D. V., Salazar-García, D. C., Talamo, S., Jaouen, K., et al. (2015). The Oldest Case of Decapitation in the New World (Lapa do Santo, East-Central Brazil). PLoS ONE, 10(9), e0137456."
"404","","Stueber, A. et al. Survey of 87Sr/86Sr ratios and total strontium concentrations in Ohio stream and ground waters. The Ohio Journal of Science. 72(2) (March, 1972), 97-104"
"405","https://doi.org/10.1130/0016-7606","Stueber, A.M., Baldwin, A.D., Curtis Jr, J.B., Pushkar, P. and Steele, J.D., 1975. Geochemistry of strontium in the Scioto River drainage basin, Ohio. Geological Society of America Bulletin, 86(7), pp.892-896."
"406","http://dx.doi.org/10.1007/s10040-016-1390-2","Sun, Z.Y., Ma, R., Wang, Y.X., Ma, T., Liu, Y.D., 2016. Using isotopic, hydrogeochemical-tracer and temperature data to characterize recharge and flow paths in a complex karst groundwater flow system in northern China. Hydrogeol. J. 24, 1393-1412."
"407","https://doi.org/10.1016/j.jaa.2006.01.002","Tafuri MA, Bentley RA, Manzi G, di Lernia S. 2006. Mobility and kinship in the prehistoric Sahara: Strontium isotope analysis of Holocene human skeletons from the Acacus Mts. (southwestern Libya). Journal of Anthropological Archaeology 25: 390–402."
"408","","Takashi Gakuhari, Michiko Intoh, Takanori Nakano, Minoru Yoneda, 2013. Strontium Isotope Analysis of Prehistoric Faunal Remains Excavated from Fais Island in Micronesia. People and Culture in Oceania, 29: 69–81"
"409","https://doi.org/10.1130/0091-7613(2000)028%3C0343:SIEFLP%3E2.3.CO;2","Talbot M.R., Williams M.A.J., Adamson D.Al. Strontium Isotope Evidence for Late Pleistocene Reestablishment of an Integrated Nile Drainage Network. Geology, vol. 28, no. 4, 2000, pp. 343–46, https://doi.org/10.1130/0091-7613(2000)282.0.CO;2."
"410","https://doi.org/10.3389/feart.2022.1094424","Tang, Zihua, and Xueye Wang. ""A score of bioavailable strontium isotope archaeology in China: Retrospective and prospective."" Frontiers in Earth Science 10 (2023): 1094424."
"411","","Tankersley and Crowley Unpublished data"
"412","https://doi.org/10.1016/j.jas.2011.06.035","Thornton, E. K. 2011. Reconstructing ancient Maya animal trade through strontium isotope (87Sr/86Sr) analysis. Journal of Archaeological Science 38:3254–3263."
"413","https://doi.org/10.1017/S0068245415000064","Triantaphyllou S, Nikita E, Kador Th. 2015. Exploring mobility patterns and biological affinities in the Southern Aegean: First insights from Early Bronze Age Eastern Crete. The Annual of the British School at Athens 110: 3-25."
"414","https://doi.org/10.1016/j.jas.2019.105066","Tucker, L., et al., 2020. Initial assessment of bioavailable strontium at Oldupai Gorge, Tanzania: Potential for early mobility studies. Journal of Archaeological Science, 114, p.105066."
"415","","Unpublished data provided by Douglas Price"
"416","https://doi.org/10.1016/j.jasrep.2015.08.042","Valenzuela Llamas S, et al. 2016. Analysis of seasonal mobility of sheep in Iron Age Catalonia (north-eastern Spain) based on strontium and oxygen isotope analysis from tooth enamel: First results. Journal of Archaeological Science: Reports 6: 828–836."
"417","https://doi.org/10.1080/14614103.2021.1921675","Valenzuela-Suau, L., et al., 2022. Caprine mobility on the Balearic Islands during the Middle and Late Bronze Age (ca. 1600–850 BC): First results based on strontium isotopes (87Sr/86Sr). Environmental Archaeology, 27(5), pp.484-495."
"418","https://doi.org/10.1515/opar-2022-0302","Valenzuela-Suau, Lua, et al. ""Tracing Mobility Patterns of Buried Species of the Late Iron Age Funerary Staggered Turriform of Son Ferrer (Calvià, Spain)"" Open Archaeology, vol. 9, no. 1, 2023, pp. 20220302"
"419","https://doi.org/10.1016/S0016-7061(02)00134-9","Van der Hoven, S.J. and Quade, J., 2002. Tracing spatial and temporal variations in the sources of calcium in pedogenic carbonates in a semiarid environment. Geoderma, 108(3-4), pp.259-276."
"420","https://doi.org/10.1016/j.quascirev.2017.08.010","Van der Lubbe, et al., 2017. Gradual or abrupt? Changes in water source of Lake Turkana (Kenya) during the African Humid Period inferred from Sr isotope ratios. Quaternary Science Reviews, 174, pp.1-12."
"421","https://doi.org/10.1038/346744a0","van der Merwe N.J., Lee-Thorp J.A.,Thackeray J.F., Hall-Martin A., Kruger F.J., Coetzee H., Bell R.H.V., Lindeque M. Source-area determination of elephant ivory by isotopic analysis. Nature. 1990. Vol 346"
"422","https://doi.org/10.1002/ajpa.24742","van Hattum, I., et al. (2023). First insights into human mobility in Neolithic Belgium using strontium isotopic analysis and proteomics: A case study of Grotte de La Faucille (Sclayn, province of Namur). AJBA, 181(2), 231–249."
"423","","Varela, R., González, P. D., Philipp, R., Sato, A. M., González, S., Greco, G., & Naipauer, M. (2014). Isótopos de estroncio en calcáreos del noreste Patagónico: resultados preliminares. Revista de la Asociación Geológica Argentina, 71(4), 526-536."
"424","","Varela, R., Sato, K., González, P. D., Sato, A. M., & Basei, M. A. (2009). Geología y geocronología Rb-Sr de granitoides de Sierra Grande, provincia de Río Negro. Revista de la Asociación Geológica Argentina, 64(2), 275-284."
"425","https://doi.org/10.1007/s12520-021-01348-7","Veselka, B., et al. Divergence, diet, and disease: the identification of group identity, landscape use, health, and mobility in the fifth- to sixth-century AD burial community of Echt, the Netherlands. Archaeol Anthropol Sci 13, 97 (2021)."
"426","https://doi.org/10.1016/S0009-2541(00)00298-9","Viers, J. et al., 2000. Major and trace element abundances, and strontium isotopes in the Nyong basin rivers (Cameroon).... Chem. Geo., 169(1-2), 211-241."
"427","https://doi.org/10.1016/j.quaint.2017.05.051","Villalba-Mouco V, et al. 2018. Territorial mobility and subsistence strategies during the Ebro Basin Late Neolithic-Chalcolithic: A multi-isotope approach from San Juan cave (Loarre, Spain). Quaternary International 481: 28-41."
"428","https://doi.org/10.1038/346747a0","Vogel, J. C., Eglington, B., & Auret, J. M. (1990). Isotope fingerprints in elephant bone and ivory. Nature, 346(6286), 747."
"429","","Vorster, C., L. Greeff, and P. P. Coetzee. ""The determination of 11B/10B and 87Sr/86Sr isotope ratios by quadrupole-based ICP-MS for the fingerprinting of South African wine."" South African Journal of Chemistry 63 (2010): 207-214."
"430","https://doi.org/10.1016/j.gca.2013.09.006","Voss, B.M., et al., 2014. Tracing river chemistry in space and time: Dissolved inorganic constituents of the Fraser River, Canada. Geochimica et Cosmochimica Acta, 124, pp.283-308."
"431","https://doi.org/10.1126/science.219.4582.289","W. C. Graustein, R. L. Armstrong The Use of Strontium-87/Strontium-86 Ratios to Measure Atmospheric Transport into Forested Watersheds. Science 21 Jan 1983 : 289-292"
"432","https://doi.org/10.1016/0016-7037(85)90143-7","Wadleigh, M.A., Veizer, J. and Brooks, C., 1985. Strontium and its isotopes in Canadian rivers: Fluxes and global implications. Geochimica et Cosmochimica Acta, 49(8), pp.1727-1736."
"433","https://doi.org/10.1139/F08-164","Walther, B.D. and Thorrold, S.R., 2008. Continental-scale variation in otolith geochemistry of juvenile American shad (Alosa sapidissima). Canadian Journal of Fisheries and Aquatic Sciences, 65(12), pp.2623-2635."
"434","10.1577/T07-029.1","Walther, B.D., Thorrold, S.R. and Olney, J.E., 2008. Geochemical signatures in otoliths record natal origins of American shad. Transactions of the American Fisheries Society, 137(1), pp.57-69."
"435","https://doi.org/10.1016/j.jas.2023.105775","Wang X., et al. (2023) A bioavailable strontium isoscape of Angola with implications for the archaeology of the transatlantic slave trade. Journal of Archaeological Science. 154, 105775"
"436","https://doi.org/10.1016/j.jseaes.2012.07.005","Wang, B., et al., 2012. Distinct patterns of chemical weathering in the drainage basins of the Huanghe and Xijiang River, China: Evidence from chemical and Sr-isotopic compositions. Journal of Asian Earth Sciences, 59, pp.219-230."
"437","https://doi.org/10.1016/j.earscirev.2020.103353","Wang, X., Tang, Y., 2020. The first large-scale bioavailable Sr isotope map of China and its implication for provenance studies. Earth-Science Reviews 210 (103353)"
"438","https://doi.org/10.1007/s12520-019-00956-8","Wang, X.Y., Shen, H.H., Wei, D., Hu, X.J., Xu, B., Qin, X.G., Tang, Z.H., 2020. Human mobility in the Lop Nur region during the Han-Jin Dynasties: a multi-approach study. Archaeol. Anthrop. Sci. 12, 20."
"439","https://doi.org/10.1144/jgs2018-074","Wang, X.Y., Tang, Z.H., Dong, X.X., 2018. Distribution of strontium isotopes in river waters across the Tarim Basin: a map for migration studies. J. Geol. Soc. 175, 967-973."
"440","10.1038/srep35162","Wang, X.Y., Tang, Z.H., Wu, J., Wu, X.H., Wu, Y.Q., Zhou, X.Y., 2016. Strontium isotope evidence for a highly mobile population on the Pamir plateau 2500 years ago. Sci. Rep. 6, 35162."
"441","https://doi.org/10.1016/j.jhydrol.2006.01.006","Wang, Y.X., Guo, Q.H., Su, C.L., Ma, T., 2006. Strontium isotope characterization and major ion geochemistry of karst water flow, Shentou, northern China. J. Hydrol. 328, 592-603."
"442","https://doi.org/10.1016/j.chemosphere.2007.04.031","Wang, Z.L., Zhang. J., Liu, C.Q., 2007. Strontium isotopic compositions of dissolved and suspended loads from the main channel of the Yangtze River. Chemosphere 69, 1081-1088."
"443","","Warham, JO 2013. (Short title) Mapping biosphere strontium isotope ratios across major lithological boundaries. PhD"
"444","","Warner, M. M. (2016). A biogeochemistry approach to geographic origin and mortuaryarrangement at the Talgua cave ossuaries, Olancho, Honduras. (Master's thesis). Retrieved from Mississippi State."
"445","https://doi.org/10.1371/journal.pone.0248209","Washburn, E., Nesbitt, J., Ibarra, B., Fehren-Schmitz, L., & Oelze, V. M. (2021). A strontium isoscape for the Conchucos region of highland Peru and its application to Andean archaeology. PLOS ONE, 16(3), e0248209."
"446","https://doi.org/10.1016/j.jas.2013.11.004","Waterman, A.J., Peate, D.W., Silva, A.M. and Thomas, J.T., 2014. In search of homelands: using strontium isotopes to identify biological markers of mobility in late prehistoric Portugal. Journal of Archaeological Science, 42, pp.119-127."
"447","doi:10.7183/1045-6635.25.1.82","Wells, E.C., Davis-Salazar, K.L., Moreno-Cortés, J.E., Stuart, G.S. and Novotny, A.C., 2014. Analysis of the context and contents of an Ulua-style marble vase from the Palmarejo Valley, Honduras. Latin American Antiquity, 25(1), pp.82-100."
"448","https://doi.org/10.1016/j.scitotenv.2016.05.124","Wen, B., et al., 2016. Sources, migration and transformation of antimony contamination in the water environment of Xikuangshan, China: Evidence from geochemical and stable isotope (S, Sr) signatures. Sci. Total Environ. 569-570, 114-122."
"449","https://doi.org/10.1111/j.1556-4029.2009.01171.x","West, J.B., Hurley, J.M., Dudás, F.Ö. and Ehleringer, J.R. (2009), The Stable Isotope Ratios of Marijuana. II. Strontium Isotopes Relate to Geographic Origin. Journal of Forensic Sciences, 54: 1261-1269. doi:10.1111/j.1556-4029.2009.01171.x"
"450","https://doi.org/10.1016/j.jasrep.2018.06.020","Whelton HL, Lewis J, Halstead P, Isaakidou V, Triantaphyllou S, Tzevelekidi V, Kotsakis K, Evershed RP. 2018. Strontium isotope evidence for human mobility in the Neolithic of northern Greece. Journal of Archaeological Science: Reports 20: 768–774."
"451","https://doi.org/10.1016/S0009-2541(00)00187-X","Whipkey, C. E., Capo, R. C., Chadwick, O. A., & Stewart, B. W. (2000). The importance of sea spray to the cation budget of a coastal Hawaiian soil: A strontium isotope approach. Chemical Geology, 168(1–2), 37–48."
"452","https://doi.org/10.2166/nh.1987.0002","Wickman FE, Åberg G. Variations in the 87Sr/86Sr ratio in lake waters from central Sweden. Nordic Hydrology. 1987;18: 21–32."
"453","http://doi.org/10.5334/oq.32","Widga, C., Walker, J.D. and Boehm, A., 2017. Variability in Bioavailable 87Sr/86Sr in the North American Midcontinent. Open Quaternary, 3(1), p.4. DOI: http://doi.org/10.5334/oq.32"
"454","https://doi.org/10.1016/j.jas.2015.09.007","Wilhelmson, Helene, and Torbjörn Ahlström. ""Iron Age migration on the island of Öland: Apportionment of strontium by means of Bayesian mixing analysis."" Journal of Archaeological Science 64 (2015): 30-47"
"455","https://doi.org/10.5194/essd-6-117-2014","Willmes et al. (2014)- The IRHUM (Isotopic Reconstruction of Human Migration) database – bioavailable strontium isotope ratios for geochemical fingerprinting in France. Earth Syst Sci Data, 6."
"456","https://doi.org/10.1139/f2012-009","Wolff, B.A., Johnson, B.M., Breton, A.R., Martinez, P.J. and Winkelman, D.L., 2012. Origins of invasive piscivores determined from the strontium isotope ratio (87Sr/86Sr) of otoliths. Canadian Journal of Fisheries and Aquatic Sciences, 69(4), pp.724-739."
"457","https://doi.org/10.1016/j.jasrep.2021.102922","Wong, Megan., et al. A Bioavailable Baseline Strontium Isotope Map of Southwestern Turkey for Mobility Studies. Journal of Archaeological Science, Reports, vol. 37, 2021, p. 102922–"
"458","https://doi.org/10.1016/j.geomorph.2011.02.028","Woo-Jin Shin, Jong-Sik Ryu, Youngyun Park, Kwang-Sik Lee, Chemical weathering and associated CO2 consumption in six major river basins, South Korea, Geomorphology, Volume 129, Issues 3–4, 2011, Pages 334-341"
"459","https://doi.org/10.1016/j.jas.2004.11.011","Wright, L. E. 2005. Identifying Immigrants to Tikal, Guatemala: Defining local variability in strontium isotope ratios of human tooth enamel. Journal of Archaeological Science 32 : 555 –566"
"460","https://doi.org/10.1016/j.jaa.2010.01.002","Wright, L. E., J. A. Valdés, J. H. Burton, T. D. Price,and H. P. Schwarcz. 2010. The children of Kaminaljuyu: Isotopic insight into diet and long distance interaction in Mesoamerica. Journal of Anthropological Archaeology 29 : 155 –178 ."
"461","https://doi.org/10.1016/j.jas.2004.11.011","Wright,L.E. 2005 Identifying immigrants to Tikal, Guatemala: Defining local variability in strontium isotope ratios of human tooth enamel, Journal of Archaeological Science, Volume 32, Issue 4, Pages 555-566"
"462","https://doi.org/10.1016/j.jhydrol.2018.10.070","Wu, W.H. et al. 2019. Sr isotopic characteristics and fractionation during weathering of a small granitic watershed system in the Jiuhua Mountains (eastern China). J Hydrol 568, 135-146."
"463","https://doi.org/10.1007/s11430-009-0084-1","Wu, W.H., et al., 2009. Sr fluxes and isotopic compositions of the eleven rivers originating from the Qinghai-Tibet Plateau and their contributions to 87Sr/86Sr evolution of seawater. Sci. China Ser. D: Earth Sci. 52, 1059-1067."
"464","https://doi.org/10.5194/hess-18-559-2014","Wu, W.H., Zheng, H.B., Yang, J.D., 2013. Sr isotopic characteristics in two small watersheds draining typical silicate and carbonate rocks: implication for the studies on seawater Sr isotopic evolution. Hydrol. Earth Syst. Sci. 18, 8031-8069."
"465","https://doi.org/10.1007/s12520-017-0589-z","Wu, X.T., Zhang, X.X., Jin, Z.Y., Song, Y.B., Luan, F.S., Xue, X.M., 2019. Strontium isotope analysis of Yangtze alligator remains from Late Neolithic North China. Archaeol. Anthrop. Sci. 11, 1049-1058."
"466","https://doi.org/10.1016/j.quaint.2013.05.033","Xiao, J., Jin, Z.D., Zhang, F., 2013. Geochemical and isotopic characteristics of shallow groundwater within the Lake Qinghai catchment, NE Tibetan Plateau. Quatern. Int. 313-314, 62-73."
"467","https://doi.org/10.1016/j.chemgeo.2006.12.008","Xu, Z. and Liu, C.Q., 2007. Chemical weathering in the upper reaches of Xijiang River draining the Yunnan–Guizhou Plateau, Southwest China. Chemical Geology, 239(1-2), pp.83-95."
"468","https://doi.org/10.1016/j.apgeochem.2011.03.066","Xu, Z.F., Ji, J.P., Shi, C., 2011. Water geochemistry of the Chaohu Lake Basin rivers, China: Chemical weathering and anthropogenic inputs. Appl. Geochem. 26, S379-S383."
"469","10.1007/s10498-011-9132-5","Xu, Z.F., Shi, C., Tang, Y., Han, H.Y., 2011. Chemical and strontium isotopic compositions of the Hanjiang Basin Rivers in China: Anthropogenic impacts and chemical weathering. Aquat. Geochem. 17, 243-264."
