"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XX4MCR3H","journalArticle","2010","Barnett-Johnson, Rachel; Teel, David J; Casillas, Edmundo","Genetic and otolith isotopic markers identify salmon populations in the Columbia River at broad and fine geographic scales","Environmental Biology of Fishes","","0378-1909, 1573-5133","10.1007/s10641-010-9662-5","http://link.springer.com/10.1007/s10641-010-9662-5","","2010-11","2024-07-10 15:00:44","2024-07-10 15:00:44","2024-07-10 15:00:44","533-546","","3-4","89","","Environ Biol Fish","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\33FKE27A\Barnett-Johnson et al. - 2010 - Genetic and otolith isotopic markers identify salm.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TBM7DYLZ","journalArticle","2009","Sellick, Megan J.; Kyser, T. Kurt; Wunder, Michael B.; Chipley, Don; Norris, D. Ryan","Geographic Variation of Strontium and Hydrogen Isotopes in Avian Tissue: Implications for Tracking Migration and Dispersal","PLoS ONE","","1932-6203","10.1371/journal.pone.0004735","https://dx.plos.org/10.1371/journal.pone.0004735","","2009-03-06","2024-07-10 15:00:47","2024-07-10 15:00:47","2024-07-10 15:00:47","e4735","","3","4","","PLoS ONE","Geographic Variation of Strontium and Hydrogen Isotopes in Avian Tissue","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\YLPD4UXK\Sellick et al. - 2009 - Geographic Variation of Strontium and Hydrogen Iso.pdf","","","","Rands, Sean","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58ZMZ3CW","journalArticle","2001","Blum, Joel D.; Taliaferro, E. Hank; Holmes, Richard T.","Determining the sources of calcium for migratory songbirds using stable strontium isotopes","Oecologia","","0029-8549, 1432-1939","10.1007/s004420000550","http://link.springer.com/10.1007/s004420000550","","2001-02","2024-07-10 15:00:49","2024-07-10 15:00:49","2024-07-10 15:00:49","569-574","","4","126","","Oecologia","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\E8HNNFZ5\Blum et al. - 2001 - Determining the sources of calcium for migratory s.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y9A9YMPF","journalArticle","2018","Slovak, Nicole M.; Paytan, Adina; Rick, John W.; Chien, Chia-Te","Establishing radiogenic strontium isotope signatures for Chavín de Huántar, Peru","Journal of Archaeological Science: Reports","","2352409X","10.1016/j.jasrep.2018.03.014","https://linkinghub.elsevier.com/retrieve/pii/S2352409X17307046","","2018-06","2024-06-05 21:32:19","2024-07-11 15:43:45","2024-07-10 15:00:52","411-419","","","19","","Journal of Archaeological Science: Reports","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8LTH9L67","journalArticle","2008","Richards, Michael; Harvati, Katerina; Grimes, Vaughan; Smith, Colin; Smith, Tanya; Hublin, Jean-Jacques; Karkanas, Panagiotis; Panagopoulou, Eleni","Strontium isotope evidence of Neanderthal mobility at the site of Lakonis, Greece using laser-ablation PIMMS","Journal of Archaeological Science","","03054403","10.1016/j.jas.2007.08.018","https://linkinghub.elsevier.com/retrieve/pii/S0305440307001719","","2008-05","2024-07-10 15:00:53","2024-07-10 15:00:53","2024-07-10 15:00:53","1251-1256","","5","35","","Journal of Archaeological Science","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4UKCXUZZ","journalArticle","2010","Wright, Lori E.; Valdés, Juan Antonio; Burton, James H.; Douglas Price, T.; Schwarcz, Henry P.","The children of Kaminaljuyu: Isotopic insight into diet and long distance interaction in Mesoamerica","Journal of Anthropological Archaeology","","02784165","10.1016/j.jaa.2010.01.002","https://linkinghub.elsevier.com/retrieve/pii/S0278416510000115","","2010-06","2024-07-10 15:00:55","2024-07-10 15:00:55","2024-07-10 15:00:55","155-178","","2","29","","Journal of Anthropological Archaeology","The children of Kaminaljuyu","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FKWI2RYB","journalArticle","2019","Kjällquist, Mathilda; Price, T. Douglas","Mesolithic mobility and social contact networks in south Scandinavia around 7000 BCE: Lithic raw materials and isotopic proveniencing of human remains from Norje Sunnansund, Sweden","Journal of Anthropological Archaeology","","02784165","10.1016/j.jaa.2018.12.007","https://linkinghub.elsevier.com/retrieve/pii/S0278416518301387","","2019-03","2024-07-10 15:00:56","2024-07-10 15:00:56","2024-07-10 15:00:56","186-201","","","53","","Journal of Anthropological Archaeology","Mesolithic mobility and social contact networks in south Scandinavia around 7000 BCE","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7EXPEE9N","preprint","2021","Pouilly, Marc; Gomez, Sergio; Pécheyran, Christophe; Bérail, Sylvain; Alvarez, Gustavo; Miranda-Chumacero, Guido","Revealing capture sites and movements by strontium isotope analyses in bones of <i>Caiman yacare</i> in the Beni river floodplain, Bolivia","","","","10.1101/2021.04.14.439857","http://biorxiv.org/lookup/doi/10.1101/2021.04.14.439857","ABSTRACT                        Studying the distribution of organisms and their movements is fundamental to understand population dynamics. Most studies indicated that crocodilians do not move around much but several studies demonstrated that some species showed movement patterns. Detection of these movements along the individual life is still a challenge. In this study we analyzed the variation of strontium isotopic ratio (             87             Sr             /86             Sr) in the femur bones of 70             Caimanya care             individuals caught in 16 sites located in five hydrological sectors of the Beni river floodplain in Bolivia. Our results demonstrated for the first time that such a methodology could yield indications about the capture sites and reconstruct individual life history. Analyses of the outer part of the femur of 70 individuals showed that capture sites could be differentiated between sectors and even between sites or groups of sites in each sector. Studies of complete             87             Sr             /86             Sr profiles along the femur, representing the individual’s entire life, were performed on 33 yacares. We found that most of the individuals did not show any significant isotopic variation throughout their lives. This absence of variation could result from a high fidelity to the birth site, and/or from an insignificant isotopic variation between the water bodies through which the animal has potentially moved. However, 24% of the analyzed individuals presented significant variations that can be considered as movements between different habitats. Based on the observed low proportion of moving yacares, we advocated that each water body should be considered an individual management unit.","2021-04-14","2024-06-05 21:31:35","2024-07-11 15:43:20","2024-07-10 15:00:57","","","","","","","","","","","","","","en","","","","","Ecology","","","","C:\Users\chris\Zotero\storage\ATICIDDF\Pouilly et al. - 2021 - Revealing capture sites and movements by strontium.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LK5EBVKU","bookSection","2015","Price, T. Douglas; Burton, James H.; Fullagar, Paul D.; Wright, Lori E.; Buikstra, Jane E.; Tiesler, Vera","Strontium Isotopes and the Study of Human Mobility Among the Ancient Maya","Archaeology and Bioarchaeology of Population Movement among the Prehispanic Maya","978-3-319-10857-5 978-3-319-10858-2","","","https://link.springer.com/10.1007/978-3-319-10858-2_11","","2015","2024-06-05 21:31:40","2024-07-11 15:43:25","2024-07-10 15:01:01","119-132","","","","","","","","","","","Springer International Publishing","Cham","en","","","","","DOI.org (Crossref)","","Series Title: SpringerBriefs in Archaeology DOI: 10.1007/978-3-319-10858-2_11","","","","","","Cucina, Andrea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ILID7SG8","journalArticle","2018","Mader, Christian; Hölzl, Stefan; Heck, Karin; Reindel, Markus; Isla, Johny","The llama's share: Highland origins of camelids during the Late Paracas period (370 to 200 BCE) in south Peru demonstrated by strontium isotope analysis","Journal of Archaeological Science: Reports","","2352409X","10.1016/j.jasrep.2018.04.032","https://linkinghub.elsevier.com/retrieve/pii/S2352409X17308374","","2018-08","2024-06-05 21:30:55","2024-07-11 15:43:02","2024-07-10 15:01:02","257-270","","","20","","Journal of Archaeological Science: Reports","The llama's share","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MR76C7FS","journalArticle","1963","Faure, G.; Hurley, P. M.; Fairbairn, H. W.","An estimate of the isotopic composition of strontium in rocks of the Precambrian Shield of North America","Journal of Geophysical Research","","01480227","10.1029/JZ068i008p02323","http://doi.wiley.com/10.1029/JZ068i008p02323","","1963-04-15","2024-07-10 15:01:05","2024-07-10 15:01:05","2024-07-10 15:01:05","2323-2329","","8","68","","J. Geophys. Res.","","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KQAIZPK4","journalArticle","2009","Gibson-Reinemer, Daniel K.; Johnson, Brett M.; Martinez, Patrick J.; Winkelman, Dana L.; Koenig, Alan E.; Woodhead, Jon D.","Elemental signatures in otoliths of hatchery rainbow trout (Oncorhynchus mykiss): distinctiveness and utility for detecting origins and movement","Canadian Journal of Fisheries and Aquatic Sciences","","0706-652X, 1205-7533","10.1139/F09-015","http://www.nrcresearchpress.com/doi/10.1139/F09-015","Otolith chemistry in freshwater has considerable potential to reveal patterns of origin and movement, which would benefit traditional fisheries management and provide a valuable tool to curb the spread of invasive and illicitly stocked species. We evaluated the relationship between otolith and water chemistry for five markers (Ba/Ca, Mn/Ca, Sr/Ca, Zn/Ca, and               87               Sr/               86               Sr) in rainbow trout ( Oncorhynchus mykiss ) using the existing hatchery system in Colorado and Wyoming, USA, to provide controlled, seminatural conditions. Otolith Ba/Ca, Sr/Ca, and               87               Sr/               86               Sr reflected ambient levels, whereas Mn/Ca and Zn/Ca did not. Using only the markers correlated with water chemistry, we classified fish to their hatchery of origin with up to 96% accuracy when element and isotope data were used together. Large changes in               87               Sr/               86               Sr were evident in otolith transects, although subtler changes in Sr/Ca were also detectable. Our results suggest the relatively few otolith markers that reflect ambient chemistry can discriminate among locations and track movements well enough to provide valuable insight in a variety of applied contexts.","2009-04","2024-07-10 15:01:06","2024-07-10 15:01:06","2024-07-10 15:01:06","513-524","","4","66","","Can. J. Fish. Aquat. Sci.","Elemental signatures in otoliths of hatchery rainbow trout (Oncorhynchus mykiss)","","","","","","","en","http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FZSMNPTR","journalArticle","1972","Jones, Lois M.; Faure, Gunter","Strontium Isotope Geochemistry of Great Salt Lake, Utah","Geological Society of America Bulletin","","0016-7606","10.1130/0016-7606(1972)83[1875:SIGOGS]2.0.CO;2","https://pubs.geoscienceworld.org/gsabulletin/article/83/6/1875-1880/7620","","1972","2024-06-05 21:29:44","2024-07-11 15:42:32","2024-07-10 15:01:08","1875","","6","83","","Geol Soc America Bull","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GK8HNPVL","journalArticle","2012","Balter, Vincent; Braga, José; Télouk, Philippe; Thackeray, J. Francis","Evidence for dietary change but not landscape use in South African early hominins","Nature","","0028-0836, 1476-4687","10.1038/nature11349","https://www.nature.com/articles/nature11349","","2012-09","2024-06-05 21:28:11","2024-07-11 15:41:02","2024-07-10 15:01:09","558-560","","7417","489","","Nature","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JA2I5BVP","journalArticle","2021","Washburn, Eden; Nesbitt, Jason; Ibarra, Bebel; Fehren-Schmitz, Lars; Oelze, Vicky M.","A strontium isoscape for the Conchucos region of highland Peru and its application to Andean archaeology","PLOS ONE","","1932-6203","10.1371/journal.pone.0248209","https://dx.plos.org/10.1371/journal.pone.0248209","Strontium isotope (               87               Sr/               86               Sr) analysis of human skeletal remains is an important method in archaeology to examine past human mobility and landscape use.               87               Sr/               86               Sr signatures of a given location are largely determined by the underlying bedrock, and these geology specific isotope signatures are incorporated into skeletal tissue through food and water, often permitting the differentiation of local and non-local individuals in past human populations. This study presents the results of a systematic survey of modern flora and fauna (n = 100) from 14 locations to map the bioavailable               87               Sr/               86               Sr signatures of the Conchucos region, an area where the extent of geologic variability was previously unknown. We illustrate the necessity to examine the variation in               87               Sr/               86               Sr values of the different geological formations available to human land use to document the range of possible local               87               Sr/               86               Sr values. Within the Conchucos region we found significant variation in environmental               87               Sr/               86               Sr values (0.7078–0.7214). The resulting isoscape represents the largest regionally specific bioavailable               87               Sr/               86               Sr map (3,840 km               2               ) to date for the Andes, and will serve as a baseline for future archaeological studies of human mobility in this part of the Peruvian highlands.","2021-03-30","2024-06-05 21:33:39","2024-07-11 15:44:32","2024-07-10 15:01:13","e0248209","","3","16","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\GUV6J97L\Washburn et al. - 2021 - A strontium isoscape for the Conchucos region of h.pdf","","","","Caramelli, David","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z6VLHJVH","journalArticle","2014","Song, Byeong-Yeol; Ryu, Jong-Sik; Shin, Hyung Seon; Lee, Kwang-Sik","Determination of the Source of Bioavailable Sr Using <sup>87</sup> Sr/ <sup>86</sup> Sr Tracers: A Case Study of Hot Pepper and Rice","Journal of Agricultural and Food Chemistry","","0021-8561, 1520-5118","10.1021/jf503498r","https://pubs.acs.org/doi/10.1021/jf503498r","","2014-09-24","2024-07-10 15:01:17","2024-07-10 15:01:17","2024-07-10 15:01:17","9232-9238","","38","62","","J. Agric. Food Chem.","Determination of the Source of Bioavailable Sr Using <sup>87</sup> Sr/ <sup>86</sup> Sr Tracers","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6AMN97KX","journalArticle","2011","Bastos, Murilo Q. R; Souza, Sheila M. F. Mendonça De; Santos, Roberto V; Lima, Bárbara A. F; Santos, Ricardo V; Rodrigues-Carvalho, Claudia","Human mobility on the Brazilian coast: an analysis of strontium isotopes in archaeological human remains from Forte Marechal Luz Sambaqui","Anais da Academia Brasileira de Ciências","","0001-3765","10.1590/S0001-37652011000200030","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652011000200030&lng=en&tlng=en","This study investigated strontium isotopes in the dental enamel of 32 human skeletons from Forte Marechal Luz sambaqui (shellmound), Santa Catarina, Brazil, aiming at identifying local and non-local individuals. The archeological site presents pot sherds in the uppermost archeological layers. Dental enamel was also examined from specimens of terrestrial fauna (87Sr/86Sr = 0. 71046 to 0. 71273) and marine fauna (87Sr/86Sr = 0. 70917). The 87Sr/86Sr isotope ratio for individuals classified as locals ranged from 0. 70905 to 0. 71064 and was closer to the isotope ratio of the seawater than to the ratio of the terrestrial fauna, indicating a strong influence of marine strontium on the inhabitants of this sambaqui. The results indicate the existence of three non-local individuals (87Sr/86Sr = 0. 70761 to 0. 70835), buried in both the level without pottery and the layer with pottery, possibly originated from the Santa Catarina Plateau, close to the municipality of Lages, or from the Curitiba Plateau. The occurrence of a slight difference between the isotope ratios of local individuals buried in the archeological layer without pottery, when compared to those in the layer with pottery, suggests a possible change in dietary patterns between these two moments in the site's occupation           ,              O presente estudo investigou isótopos de estrôncio em esmalte dentário de 32 remanescentes humanos do sambaqui do Forte Marechal Luz, Santa Catarina, Brasil, com o objetivo de identificar indivíduos locais e não-locais. O sítio arqueológico apresenta fragmentos de cerâmica em suas camadas arqueológicas mais recentes. Além das amostras humanas, foram analisadas amostras de esmalte dentário de espécimes de fauna terrestre (87Sr/86Sr = 0,71046 a 0,71273) e fauna marinha (87Sr/86Sr = 0,70917). A razão 87Sr/86Sr dos indivíduos classificados como locais variou de 0,70905 a 0,71064, sendo próxima a razão de estrôncio existente nos oceanos e distante da razão obtida para a fauna terrestre do mesmo sítio, indicando uma influência marinha na origem do estrôncio dos habitantes desse sambaqui. Foram identificados de três indivíduos não locais (87Sr/86Sr = 0,70761 a 0,70835), sepultados em ambas camadas arqueológicas sem evidência e com evidência de cerâmica. Estes indivíduos podem ter origem no planalto catarinense, no entorno do município de Lages, ou do planalto curitibano. A ocorrência de uma pequena diferença entre as razões isotópicas dos indivíduos locais sepultados nas camadas sem evidência de cerâmica, daqueles sepultados nas camadas ceramistas, sugere a possibilidade de uma mudança nos padrões de alimentação entre esses dois momentos de ocupação do sítio","2011-06","2024-06-17 21:48:16","2024-07-11 15:41:08","2024-07-10 15:01:19","731-743","","2","83","","An. Acad. Bras. Ciênc.","Human mobility on the Brazilian coast","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\RUF2PJQB\Bastos et al. - 2011 - Human mobility on the Brazilian coast an analysis.pdf; C:\Users\chris\Zotero\storage\8WFVBBYM\Bastos et al. - 2011 - Human mobility on the Brazilian coast an analysis.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E5YVTCTR","journalArticle","2005","Pasquini, Andrea I.; Depetris, Pedro J.; Gaiero, Diego M.; Probst, Jean‐Luc","Material Sources, Chemical Weathering, and Physical Denudation in the Chubut River Basin (Patagonia, Argentina): Implications for Andean Rivers","The Journal of Geology","","0022-1376, 1537-5269","10.1086/430243","https://www.journals.uchicago.edu/doi/10.1086/430243","","2005-07","2024-07-10 15:01:24","2024-07-10 15:01:24","2024-07-10 15:01:24","451-469","","4","113","","The Journal of Geology","Material Sources, Chemical Weathering, and Physical Denudation in the Chubut River Basin (Patagonia, Argentina)","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P8G8DBJC","journalArticle","2020","Alonzi, Elise; Pacheco-Forés, Sofía I.; Gordon, Gwyneth W.; Kuijt, Ian; Knudson, Kelly J.","New understandings of the sea spray effect and its impact on bioavailable radiogenic strontium isotope ratios in coastal environments","Journal of Archaeological Science: Reports","","2352409X","10.1016/j.jasrep.2020.102462","https://linkinghub.elsevier.com/retrieve/pii/S2352409X20302534","","2020-10","2024-06-05 21:28:02","2024-07-11 15:40:51","2024-07-10 15:01:27","102462","","","33","","Journal of Archaeological Science: Reports","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239ZRVD4","journalArticle","2016","Arnold, Elizabeth R.; Hartman, Gideon; Greenfield, Haskel J.; Shai, Itzhaq; Babcock, Lindsay E.; Maeir, Aren M.","Isotopic Evidence for Early Trade in Animals between Old Kingdom Egypt and Canaan","PLOS ONE","","1932-6203","10.1371/journal.pone.0157650","https://dx.plos.org/10.1371/journal.pone.0157650","","2016-06-20","2024-07-10 15:01:29","2024-07-10 15:01:29","2024-07-10 15:01:29","e0157650","","6","11","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\5IJVF3KF\Arnold et al. - 2016 - Isotopic Evidence for Early Trade in Animals betwe.pdf","","","","Yang, Xiaoyan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33S5L6AG","journalArticle","2023","Avigliano, Esteban; Chung, Ming-Tsung; Pouilly, Marc; Huang, Kuo-Fang; Casalinuovo, Miguel; Dominino, Jael; Silva, Natalia; Sánchez, Sebastian; Facetti, Juan F.; Volpedo, Alejandra V.","Strontium isotope mapping and its application to study the fish life history (Salminus brasiliensis) in semi-fragmented rivers (La Plata Basin, South America)","Fisheries Research","","01657836","10.1016/j.fishres.2023.106741","https://linkinghub.elsevier.com/retrieve/pii/S0165783623001340","","2023-09","2024-06-05 21:28:07","2024-07-11 15:40:56","2024-07-10 15:01:33","106741","","","265","","Fisheries Research","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YT2N9DLZ","journalArticle","2017","Barberena, Ramiro; Durán, Víctor A; Novellino, Paula; Winocur, Diego; Benítez, Anahí; Tessone, Augusto; Quiroga, María N; Marsh, Erik J; Gasco, Alejandra; Cortegoso, Valeria; Lucero, Gustavo; Llano, Carina; Knudson, Kelly J","Scale of human mobility in the southern Andes (Argentina and Chile): A new framework based on strontium isotopes","American Journal of Physical Anthropology","","0002-9483, 1096-8644","10.1002/ajpa.23270","https://onlinelibrary.wiley.com/doi/10.1002/ajpa.23270","Abstract                            Objectives               The goal of this article is to assess the scale of human paleomobility and ecological complementarity between the lowlands and highlands in the southern Andes during the last 2,300 years. By providing isotope results for human bone and teeth samples, we assess a hypothesis of “high residential mobility” suggested on the basis of oxygen isotopes from human remains.                                         Methods               We develop an isotopic assessment of human mobility in a mountain landscape combining strontium and oxygen isotopes. We analyze bone and teeth samples as an approach to life‐history changes in spatial residence. Human samples from the main geological units and periods within the last two millennia are selected.                                         Results                                We present a framework for the analysis of bioavailable strontium based on the combination of the geological data with isotope results for rodent samples. The                 87                 Sr/                 86                 Sr values from human samples indicate residential stability within geological regions along life history. When comparing strontium and oxygen values for the same human samples, we record a divergent pattern: while δ                 18                 O values for samples from distant regions overlap widely, there are important differences in                 87                 Sr/                 86                 Sr values.                                                        Conclusions                                Despite the large socio‐economic changes recorded,                 87                 Sr/                 86                 Sr values indicate a persisting scenario of low systematic mobility between the different geological regions. Our results suggest that strontium isotope values provide the most germane means to track patterns of human occupation of distinct regions in complex geological landscapes, offering a much higher spatial resolution than oxygen isotopes in the southern Andes.","2017-10","2024-07-10 15:01:35","2024-07-10 15:01:35","2024-07-10 15:01:35","305-320","","2","164","","American J Phys Anthropol","Scale of human mobility in the southern Andes (Argentina and Chile)","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3VIZXME","journalArticle","2017","Crowley, Brooke E.; Miller, Joshua H.; Bataille, Clément P.","Strontium isotopes ( <sup>87</sup> Sr/ <sup>86</sup> Sr) in terrestrial ecological and palaeoecological research: empirical efforts and recent advances in continental-scale models: Sr isotopes in terrestrial biological applications","Biological Reviews","","14647931","10.1111/brv.12217","https://onlinelibrary.wiley.com/doi/10.1111/brv.12217","","2017-02","2024-07-10 15:01:36","2024-07-10 15:01:36","2024-07-10 15:01:36","43-59","","1","92","","Biol Rev","Strontium isotopes ( <sup>87</sup> Sr/ <sup>86</sup> Sr) in terrestrial ecological and palaeoecological research","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UMJMZBJU","journalArticle","2009","Deng, Yamin; Wang, Yanxin; Ma, Teng","Isotope and minor element geochemistry of high arsenic groundwater from Hangjinhouqi, the Hetao Plain, Inner Mongolia","Applied Geochemistry","","08832927","10.1016/j.apgeochem.2008.12.018","https://linkinghub.elsevier.com/retrieve/pii/S0883292708004484","","2009-04","2024-06-05 21:28:32","2024-07-11 15:41:28","2024-07-10 15:01:39","587-599","","4","24","","Applied Geochemistry","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XATYZD5K","journalArticle","2017","Ding, Hu; Liu, Cong-Qiang; Zhao, Zhi-Qi; Li, Si-Liang; Lang, Yun-Chao; Li, Xiao-Dong; Hu, Jian; Liu, Bao-Jian","Geochemistry of the dissolved loads of the Liao River basin in northeast China under anthropogenic pressure: Chemical weathering and controlling factors","Journal of Asian Earth Sciences","","13679120","10.1016/j.jseaes.2016.07.026","https://linkinghub.elsevier.com/retrieve/pii/S1367912016302395","","2017-05","2024-06-05 21:28:34","2024-07-11 15:41:29","2024-07-10 15:01:40","657-671","","","138","","Journal of Asian Earth Sciences","Geochemistry of the dissolved loads of the Liao River basin in northeast China under anthropogenic pressure","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A6M8G6I8","journalArticle","2002","Douglas, Thomas A.; Chamberlain, C.Page; Blum, Joel D.","Land use and geologic controls on the major elemental and isotopic (δ15N and 87Sr/86Sr) geochemistry of the Connecticut River watershed, USA","Chemical Geology","","00092541","10.1016/S0009-2541(02)00047-5","https://linkinghub.elsevier.com/retrieve/pii/S0009254102000475","","2002-09","2024-07-10 15:01:42","2024-07-10 15:01:42","2024-07-10 15:01:42","19-34","","1-2","189","","Chemical Geology","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V69AUU52","journalArticle","2020","Fernández-Crespo, T.; Snoeck, C.; Ordoño, J.; De Winter, N. J.; Czermak, A.; Mattielli, N.; Lee-Thorp, J. A.; Schulting, R. J.","Multi-isotope evidence for the emergence of cultural alterity in Late Neolithic Europe","Science Advances","","2375-2548","10.1126/sciadv.aay2169","https://www.science.org/doi/10.1126/sciadv.aay2169","Multi-isotope analyses suggest cultural differentiation as the primary reason for Late Neolithic variability in burial location.           ,              The coexistence of cultural identities and their interaction is a fundamental topic of social sciences that is not easily addressed in prehistory. Differences in mortuary treatment can help approach this issue. Here, we present a multi-isotope study to track both diet and mobility through the life histories of 32 broadly coeval Late Neolithic individuals interred in caves and in megalithic graves of a restricted region of northern Iberia. The results show significant differences in infant- and child-rearing practices, in subsistence strategies, and in landscape use between burial locations. From this, we posit that the presence of communities with distinct lifestyles and cultural backgrounds is a primary reason for Late Neolithic variability in burial location in Western Europe and provides evidence of an early “them and us” scenario. We argue that this differentiation could have played a role in the building of lasting structures of socioeconomic inequality and, occasionally, violent conflict.","2020-01-24","2024-06-05 21:28:55","2024-07-11 15:41:44","2024-07-10 15:01:43","eaay2169","","4","6","","Sci. Adv.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\ICRP8IZJ\Fernández-Crespo et al. - 2020 - Multi-isotope evidence for the emergence of cultur.pdf; C:\Users\chris\Zotero\storage\88LKSKD4\Fernández-Crespo et al. - 2020 - Multi-isotope evidence for the emergence of cultur.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
